sentence_text_en,target_keyword,target_phoneme,question_text_en,correct_answer_en,acoustic_foil_en,semantic_foil_en,scenario,difficulty,source_row_id,source_language,target_language,translation_status,sentence_text_es,question_text_es,correct_answer_es,acoustic_foil_es,semantic_foil_es
The fresh strawberries are three dollars for a full quart.,Three,/θ/,How much are the strawberries?,Three dollars,Free dollars,Five dollars,Farmers Market,2,889,en,es,machine_translated,Las fresas frescas cuestan tres dólares el litro completo.,¿Cuanto cuestan las fresas?,tres dolares,dolares gratis,cinco dolares
The artisan cheese vendor is in the third row on the south end.,Third,/θ/,Which row is the cheese vendor in?,Third,Bird,Fourth,Farmers Market,3,890,en,es,machine_translated,El vendedor de quesos artesanales está en la tercera fila del extremo sur.,¿En qué fila está el vendedor de quesos?,Tercero,Pájaro,Cuatro
The farmers market opens every Saturday at seven thirty.,Thirty,/θ/,What time does the market open?,Seven thirty,Seven dirty,Eight thirty,Farmers Market,2,891,en,es,machine_translated,El mercado de agricultores abre todos los sábados a las siete y media.,¿A qué hora abre el mercado?,siete y media,siete sucios,Ocho y media
The fresh herbs are five bunches for three dollars.,Three,/θ/,How much for five bunches of herbs?,Three dollars,Free dollars,Five dollars,Farmers Market,2,892,en,es,machine_translated,Las hierbas frescas son cinco manojos por tres dólares.,¿Cuánto por cinco manojos de hierbas?,tres dolares,dolares gratis,cinco dolares
The free range chicken is thirteen dollars per pound.,Thirteen,/θ/,How much is the chicken per pound?,Thirteen dollars,Thirty dollars,Fourteen dollars,Farmers Market,3,893,en,es,machine_translated,El pollo de corral cuesta trece dólares la libra.,¿Cuánto cuesta el pollo por libra?,trece dolares,treinta dolares,catorce dolares
The flower vendor has sunflowers for four seventy five a stem.,Seventy,/s/,How much are the sunflowers?,Four seventy five,Four seventeen five,Three seventy five,Farmers Market,2,894,en,es,machine_translated,El vendedor de flores tiene girasoles a cuatro setenta y cinco el tallo.,¿Cuanto cuestan los girasoles?,cuatro setenta y cinco,cuatro diecisiete cinco,tres setenta y cinco
The fresh squeezed lemonade stand is past the fifth booth.,Fifth,/f/,Where is the lemonade stand?,Past the fifth booth,Past the filth booth,Past the third booth,Farmers Market,3,895,en,es,machine_translated,El puesto de limonada recién exprimida está más allá del quinto puesto.,¿Dónde está el puesto de limonada?,Pasando el quinto stand,Más allá de la cabina de inmundicia,Pasando el tercer stand
The organic vegetables are at the south entrance of the market.,South,/s/,Where are the organic vegetables?,South entrance,Mouth entrance,North entrance,Farmers Market,3,896,en,es,machine_translated,Las verduras orgánicas se encuentran en la entrada sur del mercado.,¿Dónde están las verduras orgánicas?,entrada sur,Entrada por la boca,entrada norte
The Thursday evening market runs from four thirty to seven thirty.,Thirty,/θ/,When does the evening market run?,Four thirty to seven thirty,Four dirty to seven dirty,Five thirty to eight thirty,Farmers Market,3,897,en,es,machine_translated,El mercado de los jueves por la tarde está abierto desde las cuatro y media hasta las siete y media.,¿Cuándo funciona el mercado nocturno?,De las cuatro y media a las siete y media,Cuatro sucios a siete sucios,Cinco y media a ocho y media
The homemade jam is three fifty for a twelve ounce jar.,Three,/θ/,How much is the jam?,Three fifty,Free fifty,Five fifty,Farmers Market,2,898,en,es,machine_translated,La mermelada casera cuesta tres cincuenta por un frasco de doce onzas.,¿Cuanto cuesta la mermelada?,tres cincuenta,cincuenta gratis,cinco cincuenta
The Thursday morning vinyasa class starts at seven thirty.,Thursday,/θ/,When does the class start?,Thursday at seven thirty,Thirsty at seven thirty,Wednesday at seven thirty,Yoga Studio,3,899,en,es,machine_translated,La clase de vinyasa del jueves por la mañana comienza a las siete y media.,¿Cuándo empieza la clase?,Jueves a las siete y media,Sediento a las siete y media,Miércoles a las siete y media
The beginner's flow class meets every Tuesday and Thursday.,Thursday,/θ/,When does the class meet?,Tuesday and Thursday,Tuesday and Thirsty,Monday and Wednesday,Yoga Studio,3,900,en,es,machine_translated,La clase de flujo para principiantes se reúne todos los martes y jueves.,¿Cuándo se reúne la clase?,martes y jueves,Martes y sediento,lunes y miercoles
The monthly membership costs seventy five dollars.,Seventy,/s/,How much is the membership?,Seventy five dollars,Seventeen five dollars,Sixty five dollars,Yoga Studio,3,901,en,es,machine_translated,La membresía mensual cuesta setenta y cinco dólares.,¿Cuánto cuesta la membresía?,setenta y cinco dolares,Diecisiete cinco dólares,sesenta y cinco dolares
The studio has thirteen different class offerings this season.,Thirteen,/θ/,How many classes are offered?,Thirteen,Thirty,Fourteen,Yoga Studio,3,902,en,es,machine_translated,El estudio tiene trece ofertas de clases diferentes esta temporada.,¿Cuántas clases se ofrecen?,Trece,Treinta,Catorce
The meditation session is thirty minutes of focused breathing.,Thirty,/θ/,How long is the meditation session?,Thirty minutes,Dirty minutes,Twenty minutes,Yoga Studio,2,903,en,es,machine_translated,La sesión de meditación consta de treinta minutos de respiración concentrada.,¿Cuánto dura la sesión de meditación?,treinta minutos,minutos sucios,veinte minutos
Please bring your own mat if you prefer a thicker surface.,Thicker,/θ/,What kind of surface might you prefer?,Thicker,Ticker,Thinner,Yoga Studio,3,904,en,es,machine_translated,Traiga su propio tapete si prefiere una superficie más gruesa.,¿Qué tipo de superficie preferirías?,más grueso,Corazón,Disolvente
The heated class room is set to about one hundred five degrees.,Five,/f/,What temperature is the room?,One hundred five,One hundred hive,One hundred three,Yoga Studio,2,905,en,es,machine_translated,La calefacción del aula está ajustada a unos ciento cinco grados.,¿Qué temperatura tiene la habitación?,ciento cinco,cien colmena,ciento tres
The restorative class uses three bolsters and five blankets.,Three,/θ/,How many bolsters are used?,Three,Free,Four,Yoga Studio,2,906,en,es,machine_translated,La clase de restauración utiliza tres almohadones y cinco mantas.,¿Cuántos refuerzos se utilizan?,Tres,Gratis,cuatro
The private session costs about sixty five dollars for one hour.,Sixty,/s/,How much is the private session?,Sixty five dollars,Sits-ty five dollars,Seventy five dollars,Yoga Studio,3,907,en,es,machine_translated,La sesión privada cuesta unos sesenta y cinco dólares por una hora.,¿Cuánto cuesta la sesión privada?,sesenta y cinco dolares,Se sienta cinco dólares,setenta y cinco dolares
The shower facilities are through the door on the south wall.,South,/s/,Where are the showers?,South wall,Mouth wall,North wall,Yoga Studio,2,908,en,es,machine_translated,Las duchas se encuentran a través de la puerta en la pared sur.,¿Dónde están las duchas?,Muro sur,pared de la boca,muro norte
The Ethiopian blend is roasted fresh every Thursday morning.,Thursday,/θ/,When is the Ethiopian blend roasted?,Thursday,Thirsty,Wednesday,Coffee Roaster,3,909,en,es,machine_translated,La mezcla etíope se tuesta fresca todos los jueves por la mañana.,¿Cuándo se tuesta la mezcla etíope?,Jueves,Sediento,Miércoles
The five pound bag of whole beans costs thirty seven dollars.,Thirty,/θ/,How much is the five pound bag?,Thirty seven dollars,Dirty seven dollars,Twenty seven dollars,Coffee Roaster,3,910,en,es,machine_translated,La bolsa de cinco libras de frijoles enteros cuesta treinta y siete dólares.,¿Cuánto cuesta la bolsa de cinco libras?,treinta y siete dolares,Siete dólares sucios,veintisiete dolares
The tasting flight features three single origin varieties.,Three,/θ/,How many varieties in the flight?,Three,Free,Four,Coffee Roaster,2,911,en,es,machine_translated,El vuelo de degustación presenta tres variedades de origen único.,¿Cuántas variedades hay en el vuelo?,Tres,Gratis,cuatro
The freshly roasted beans should rest for about forty eight hours.,Fresh,/f/,How long should the beans rest?,Forty eight hours,Fourteen hours,Thirty eight hours,Coffee Roaster,3,912,en,es,machine_translated,Los granos recién tostados deben reposar unas cuarenta y ocho horas.,¿Cuánto tiempo deben reposar los frijoles?,cuarenta y ocho horas,catorce horas,treinta y ocho horas
The French press method uses a coarser grind than pour over.,French,/f/,Which method uses a coarser grind?,French press,Trench press,Pour over,Coffee Roaster,3,913,en,es,machine_translated,El método de prensa francesa utiliza un molido más grueso que el vertido.,¿Qué método utiliza un molido más grueso?,prensa francesa,prensa de zanjas,Vierta sobre
The barista recommends the Sumatra blend for a bolder flavor.,Flavor,/f/,What does the barista recommend?,Sumatra blend for bolder flavor,Sumatra blend for older flavor,Colombian blend for bolder flavor,Coffee Roaster,3,914,en,es,machine_translated,El barista recomienda la mezcla Sumatra para obtener un sabor más atrevido.,¿Qué recomienda el barista?,Mezcla Sumatra para un sabor más atrevido,Mezcla Sumatra para un sabor más antiguo,Mezcla colombiana para un sabor más atrevido
The subscription delivers fresh beans every three weeks.,Three,/θ/,How often are beans delivered?,Every three weeks,Every free weeks,Every four weeks,Coffee Roaster,2,915,en,es,machine_translated,La suscripción entrega frijoles frescos cada tres semanas.,¿Con qué frecuencia se entregan los frijoles?,Cada tres semanas,Cada semana gratis,Cada cuatro semanas
The cold brew concentrate is available in thirty two ounce bottles.,Thirty,/θ/,What size bottles is the cold brew in?,Thirty two ounce,Dirty two ounce,Twenty two ounce,Coffee Roaster,3,916,en,es,machine_translated,El concentrado de cerveza fría está disponible en botellas de treinta y dos onzas.,¿En qué tamaño de botella viene la cerveza fría?,treinta y dos onzas,Dos onzas sucias,veintidós onzas
The shop offers free samples of their five signature blends.,Five,/f/,How many signature blends are there?,Five,Hive,Four,Coffee Roaster,2,917,en,es,machine_translated,La tienda ofrece muestras gratuitas de sus cinco mezclas exclusivas.,¿Cuántas mezclas exclusivas hay?,Cinco,Colmena,cuatro
The light roast has a brighter and more floral taste profile.,Floral,/f/,What kind of taste does the light roast have?,Brighter and more floral,Brighter and more coral,Darker and more floral,Coffee Roaster,3,918,en,es,machine_translated,El tueste claro tiene un perfil de sabor más brillante y floral.,¿Qué tipo de sabor tiene el tueste claro?,Más brillante y más floral,Más brillante y más coral,Más oscuro y más floral.
The physician scheduled a follow-up visit for the thirteenth.,Thirteenth,/θ/,When is the follow-up visit?,Thirteenth,Thirtieth,Fourteenth,Medical,3,919,en,es,machine_translated,El médico programó una visita de seguimiento para el día trece.,¿Cuándo es la visita de seguimiento?,Decimotercero,Trigésimo,Decimocuarto
Your insurance requires preauthorization for this procedure.,Preauthorization,/θ/,What does your insurance require?,Preauthorization,Pre authorization,Approval,Medical,4,920,en,es,machine_translated,Su seguro requiere autorización previa para este procedimiento.,¿Qué requiere tu seguro?,Preautorización,Autorización previa,Aprobación
The examination room is the third door on the left.,Third,/θ/,Which door is the examination room?,Third,Bird,Fourth,Medical,2,921,en,es,machine_translated,La sala de examen es la tercera puerta a la izquierda.,¿Qué puerta es la sala de examen?,Tercero,Pájaro,Cuatro
The store's anniversary sale features discounts up to thirty percent.,Thirty,/θ/,What percent discount is offered?,Thirty,Dirty,Twenty,Shopping,3,922,en,es,machine_translated,La oferta de aniversario de la tienda incluye descuentos de hasta el treinta por ciento.,¿Qué porcentaje de descuento se ofrece?,Treinta,Sucio,Veinte
The customer service desk is on the south end of the first floor.,South,/s/,Where is the customer service desk?,South end,Mouth end,North end,Shopping,2,923,en,es,machine_translated,El mostrador de atención al cliente se encuentra en el extremo sur del primer piso.,¿Dónde está el mostrador de atención al cliente?,extremo sur,extremo de la boca,extremo norte
The chef uses fresh thyme in the mushroom risotto.,Thyme,/θ/,What fresh herb does the chef use?,Thyme,Time,Basil,Restaurant,3,924,en,es,machine_translated,El chef utiliza tomillo fresco en el risotto de champiñones.,¿Qué hierba fresca usa el chef?,Tomillo,Tiempo,Albahaca
The sommelier recommended a French wine for thirty five dollars.,French,/f/,What kind of wine was recommended?,French,Trench,Italian,Restaurant,3,925,en,es,machine_translated,El sumiller recomendó un vino francés por treinta y cinco dólares.,¿Qué tipo de vino me recomendaron?,Francés,Zanja,italiano
The GPS says the fastest route avoids the Thirty Third Street tunnel.,Thirty,/θ/,Which street tunnel should you avoid?,Thirty Third,Dirty Third,Twenty Third,Directions,4,926,en,es,machine_translated,El GPS dice que la ruta más rápida evita el túnel de la calle Treinta y Tres.,¿Qué túnel de calle deberías evitar?,trigésimo tercero,Tercero sucio,vigésimo tercero
Take the path through the south gate past the fountain.,Through,/θ/,Which way should you go?,Through the south gate,True the south gate,Around the north gate,Directions,3,927,en,es,machine_translated,Tome el camino que atraviesa la puerta sur y pase la fuente.,¿Qué camino deberías tomar?,Por la puerta sur,Verdadera la puerta sur,Alrededor de la puerta norte
